term,estimate,std.error,conf.low,conf.high
sham - NB,-4.848819478201572,3.7156505001177185,-11.977868320208234,2.5515653976707915
txcb - NB,-2.17730320221249,4.434534581503618,-10.935905604762985,6.558033318979418
txox - NB,-11.59170529842884,4.859506938138337,-21.028297487650764,-2.3682585287050792
txcb - sham,2.4796632122848954,4.4034347191499075,-5.91486023411627,11.101588841797602
txox - sham,-6.502617866885538,4.7425314298020345,-15.723625399496695,2.856367231579118
txox - txcb,-9.354291841090692,5.561304773013013,-20.59860202407128,1.2588299860558017
