term,estimate,std.error,conf.low,conf.high
sham - NB,-0.16203209582336675,0.12139977512519788,-0.40291005492453097,0.0777383629436984
txcb - NB,-0.07441726113148264,0.14790374358180558,-0.33706339509397615,0.2428756549533648
txox - NB,-0.3612048185543336,0.14184376424575873,-0.6375721940006519,-0.0838247774504946
txcb - sham,0.08813129004599207,0.15128039904980725,-0.2071937941044315,0.38270113144111406
txox - sham,-0.20089964305647373,0.1461658021977916,-0.48072992793734076,0.08984948265534692
txox - txcb,-0.2894602225967934,0.16884625310069246,-0.5962732686305835,0.0722778055764906
