behavior,counts,mouse,group
2,60,159,txcb
2,36,159,txcb
2,168,159,txcb
2,156,159,txcb
2,60,159,txcb
2,96,159,txcb
2,132,159,txcb
2,48,159,txcb
2,84,159,txcb
2,36,159,txcb
2,84,159,txcb
2,60,159,txcb
2,228,159,txcb
2,24,159,txcb
2,372,159,txcb
2,72,159,txcb
2,276,160,txcb
2,168,160,txcb
2,72,160,txcb
2,276,160,txcb
2,144,160,txcb
2,540,160,txcb
2,168,160,txcb
2,132,160,txcb
2,312,160,txcb
2,468,160,txcb
2,420,160,txcb
2,336,160,txcb
2,360,160,txcb
2,108,160,txcb
2,384,160,txcb
2,456,160,txcb
2,216,160,txcb
2,876,160,txcb
2,168,160,txcb
2,84,160,txcb
2,264,160,txcb
2,252,160,txcb
2,180,160,txcb
2,240,160,txcb
2,180,160,txcb
2,456,160,txcb
2,84,160,txcb
2,144,160,txcb
2,12,160,txcb
2,300,160,txcb
2,384,160,txcb
2,276,160,txcb
2,408,160,txcb
2,276,160,txcb
2,96,160,txcb
2,60,160,txcb
2,72,160,txcb
2,480,160,txcb
2,228,160,txcb
2,132,160,txcb
2,372,160,txcb
2,396,160,txcb
2,192,160,txcb
2,240,160,txcb
2,180,160,txcb
2,324,160,txcb
2,84,160,txcb
2,540,160,txcb
2,384,160,txcb
2,48,160,txcb
2,360,160,txcb
2,528,160,txcb
2,60,160,txcb
2,612,160,txcb
2,408,160,txcb
2,324,160,txcb
2,168,160,txcb
2,60,160,txcb
2,252,160,txcb
2,276,160,txcb
2,156,160,txcb
2,72,160,txcb
2,768,160,txcb
2,516,160,txcb
2,156,160,txcb
2,360,160,txcb
2,144,160,txcb
2,96,160,txcb
